Review Title,Review Text,Sentiment,Review Length
Perfect product!,This is really nice as I use this for a long time and particularly from this seller - BPTL,1,19
Perfect product!,Good,1,1
Excellent,Original product,1,2
Highly recommended,Good priduct quality,1,3
Awesome,Good product,1,2
Worth the money,Not bad,1,2
Absolute rubbish!,"Very worst product, each shuttle not lasting for a single match",0,11
Just wow!,Very nice product,1,3
Good choice,Good,1,1
Wonderful,This price segment one of the best shuttle by Yonex I'm used this product last 4year experience best this segment ☺️,1,21
Very poor,"These are fake shuttles, and didn't even last a day, each shuttle was broken in the same manner, the bottom cork kept breaking without even damaging the skirt or without any notable wear and tear caused while playing.",0,38
Classy product,Super product,1,2
Mind-blowing purchase,Super,1,1
Brilliant,received original quality..durability is pretty good.. got original Mavis 350 ..thanks,1,11
Very poor,Attrocious.  Product was not worth.  Please avoid selling such item to sustain in market.,0,14
Mind-blowing purchase,The product although satisfies it's quality.,1,6
Wonderful,Good quality,1,2
Nice product,Okay,1,1
Mind-blowing purchase,Durable product,1,2
Useless product,Quality not adequate,0,3
Simply awesome,Good ones,1,2
Value-for-money,Nice shuttle,1,2
Wonderful,Best produce 100% genuine,1,4
Worst experience ever!,"Mavis 350 shuttlecock is best but the product i received was not original. Maybe this is the fault of the supplier. We could play one or two games (basic, intermediate) using one shuttlecock but with the original shuttlecock we could play a 10 15 match. So be careful when you are buying.",0,52
Mind-blowing purchase,Very good product,1,3
Terrible product,"Worst quality, i never expected this from Flipkart.",0,8
Must buy!,Good,1,1
Mind-blowing purchase,Genuine shuttles and hence trusted seller,1,6
Wonderful,Very geniune product and more durable thanks for flipkart,1,9
Great product,Original shuttles ni doubt,1,4
Highly recommended,Great deal,1,2
Worth every penny,Good product,1,2
Good,Very Good for daily use. If price was around 500. It would have been good,0,15
Does the job,Quality of the shuttle is comes down,0,7
Wonderful,Very nice product,1,3
Worth every penny,Great combo,1,2
Worth every penny,Good,1,1
Simply awesome,Excellent,1,1
Useless product,Worst Quality it's not the fault of Yonex but this hera pheri is done by Flipkart facility centre it's fare with costumer it's loss of time and money,0,28
Brilliant,"Good Product.  Thanks, flipkart, for fastest delivery",1,7
Very poor,The product was with low quality. Waste of money,0,9
Worth every penny,Super quality and worth for money,1,6
Worth every penny,We always prefer this one 🏸,1,6
Must buy!,Product is good,1,3
Classy product,Very good quality.,1,3
Perfect product!,"The shuttles was excellent , many are thinking that the shuttles which we are buying can be develivered as a duplicate ones but they are real.",1,26
Highly recommended,Really good,1,2
Mind-blowing purchase,Good 👍🏻,1,2
Simply awesome,Super,1,1
Highly recommended,Good,1,1
Awesome,It is original one and one day delivery within 24hrs,1,10
Just okay,It will become damaged after two games,0,7
Perfect product!,Nice but 10game after loose cork,1,6
Hated it!,Not good,0,2
Wonderful,Good,0,1
Decent product,"After 2 ,3 games it is spinning",0,7
Not good,It's not good..,0,3
Just okay,Nice not good,0,3
Did not meet expectations,Bad,0,1
Pretty good,Superb,1,1
Value-for-money,Good,1,1
Mind-blowing purchase,As usual best in market,1,5
Best in the market!,Excellent shuttles for intermediate players in indoor,1,7
Expected a better product,Quality of this product become poor when we buying from flipkart...nit recommended,0,12
Mind-blowing purchase,Nice,1,1
Very poor,Worst quality,0,2
Great product,Worth of Cost,1,3
Super!,Supar,1,1
Super!,best in market,1,3
Mind-blowing purchase,It is very good product it is better than other Yonex suttle in the range of 1100 aprox,1,18
Awesome,Good quality,1,2
Very Good,Good,1,1
Fabulous!,Nice good Quality,1,3
Wonderful,Good product,1,2
Great product,Excellent product,1,2
Awesome,Good sbuttle's👍🏻,1,2
Excellent,Good but delivery date is late,1,6
Nice,"Product are good only, but we received the stocks ,which is 3-4 month befor manufactured.",0,15
Terrific purchase,Great product. Timely delivery,1,4
Worth every penny,The best,1,2
Classy product,My daughter is happy n dilivary  boy behavior is very good,1,11
Could be way better,Very Light Weight compare to offline products,0,7
Wonderful,Very good quality,1,3
Nice product,Nice,1,1
Wonderful,Good one,1,2
Waste of money!,"The mavis 350 nylon shuttle quality is poor, it lost its shape within two matches of play",0,17
Brilliant,Fantastic Product and Absolutely amazed by the pricing of this and the speedy delivery within 2 days to my doorstep.😃,1,20
Fabulous!,Awesome,1,1
Just okay,Nice product good quality some pics are very slow,0,9
Best in the market!,Nice,1,1
Terrific purchase,Very nice shuttle,1,3
Really Nice,Good,1,1
Terrific,Very good,0,2
Fabulous!,Ok good,1,2
Brilliant,Good to play,1,3
Really Nice,Nice product,1,2
Slightly disappointed,Not bad,0,2
Slightly disappointed,Value for money bad product,0,5
Does the job,It lasted only 2 3 hours of play.,0,8
Awesome,Good,1,1
Terrific,Good,1,1
Best in the market!,Good product,1,2
Worth every penny,Good play,1,2
Brilliant,Good quality,1,2
Fabulous!,Good product,1,2
Excellent,Good quality,1,2
Simply awesome,Very nice must buy..,1,4
Nice,Faster than the shuttle I bought from shop. Getting spoilt in an hour game and all shots go out of court.,0,21
Must buy!,Good product,1,2
Just okay,Not the best...,0,3
Mind-blowing purchase,Excellent,1,1
Worth the money,Good product,1,2
Not good,Shuttle getting damaged in a single game,0,7
Pretty good,It's nice,1,2
Perfect product!,Superb ❤️❤️👌,1,2
Fabulous!,Fine for play but costly,1,5
Best in the market!,Very good,1,2
Waste of money!,The bottoms of the corks are having lot of holes and which are easily get damaged after 3 to 4 matches,0,21
Decent product,Product is not good quality,0,5
Perfect product!,Fast delivery and price low cost I am very happy to buy this item,1,14
Terrific,Valueable product...,1,2
Terrific,Nice product,1,2
Perfect product!,I got original product. We play between intermediate and advance level. 7 days have passed still we are using the first shuttle from the barrel.  A single shuttle can last for around 10-15 days ( 1hr game daily). I am satisfied with the product and it's durability. We play on a outdoor cement  court.,1,54
Great product,Very nice product,1,3
Absolute rubbish!,Not good not bring money West,0,6
Super!,Very nice good,1,3
Value-for-money,Nice for intermediate levels not suit6for begginers,1,7
Terrific,AwesomeSuper Fantastic satal,1,3
Simply awesome,Power play,1,2
Just wow!,Awesome product,1,2
Excellent,Long life,1,2
Absolute rubbish!,"Counterfeit product, not playable after 3 games. Worst quality",0,9
Just wow!,Super,1,1
Very Good,Worth of money,1,3
Very Good,Super 👍👍👍,1,2
Terrific purchase,Orignal shuttle...loved it 👍,1,4
Worst experience ever!,This is the worsted products I have received from Flipkart,0,10
Very poor,Quality and durability is very worst.,0,6
Best in the market!,Best product👍,1,2
Absolute rubbish!,Old stock,0,2
Nice product,Good product,1,2
Very Good,"Durable, slow And even flight",1,5
Classy product,Good,1,1
Expected a better product,So bad,0,2
Terrific,Supar,1,1
Unsatisfactory,It is worst I play one day and it is broken.,1,11
Did not meet expectations,Very bad quality shuttles. The bottom part comes off in just one game.,0,13
Useless product,"Very very bad quality. The Yonex Mavis 350 shuttle cork is so bad, we have never got a cork before this, we don't even get a game, it is such a bad cork. All 3 corks in a box are pulled together.",0,42
Nice product,Good one,1,2
Not recommended at all,Very bad quality,0,3
Did not meet expectations,Very bad quality,0,3
Must buy!,good,1,1
Terrific,Excellence one....,1,2
Worth the money,Yonex Mavis 350 is the best shuttles😊 from the other shuttles because the flight of the mavis 350 is very good👍 and i love this product 🤗,1,27
Simply awesome,Best :),1,2
Slightly disappointed,"The shuttle lasts up to 10-15 days, below satisfactory.",0,9
Unsatisfactory,Very worst. Quality is very bad. Only one two games the head separated. Totally waste of money.,0,17
Could be way better,Quality not good,0,3
Simply awesome,Excellent product,1,2
Brilliant,"It's good Shuttle, You can go for it.",1,8
Simply awesome,original shuttle,1,2
Highly recommended,Fine,1,1
Awesome,Good 👍,1,2
Good choice,Very good,1,2
Just wow!,good deal,1,2
Mind-blowing purchase,Good product,1,2
Slightly disappointed,Quickly damaged the wings,0,4
Terrible product,Very bad,0,2
Pretty good,Good product,1,2
Simply awesome,Good,0,1
Terrible product,Shuttle quality is worst. Usually a mavis 350 shuttle will last for 2 days based on our play. But this shuttle lasting for only one day. Worst boxes.,0,28
Really Nice,Good quality,1,2
Highly recommended,This is good for beginners.,1,5
Best in the market!,Nice delivery boy  good behavior thanks flipkart,1,7
Wonderful,Product is new and quality is excellent as usual,1,9
Highly recommended,Wonderful 💖💖💖💖 thank you Utpal da,1,6
Mind-blowing purchase,Nice one,1,2
Great product,Very good product 😊,1,4
Worth the money,Nice product,1,2
Really Nice,good,1,1
Just wow!,nice,1,1
Nice product,Very good,1,2
Don't waste your money,Very poor quality,0,3
Very poor,Worst stock it has broken with in two games,1,9
Decent product,Nice,0,1
Waste of money!,Bad quality,0,2
Best in the market!,Very nice shuttle,1,3
Don't waste your money,Very poor quality.. Dont buy again..,0,6
Worthless,Very bad 350 Nylon Shuttle.only one match life span.,0,9
Super!,Best shuttle for outdoor badminton.,1,5
Just wow!,Simply Super 👌,1,3
Slightly disappointed,Worrest,0,1
Wonderful,nice product,1,2
Terrible product,Product was to fast moving. Wastage of money,0,8
Super!,Nice product 👍👍,1,3
Expected a better product,Quality is too poor,1,4
Highly recommended,Good quality,1,2
Just okay,Not bad,0,2
Great product,Wonderful,1,1
Awesome,Very good,1,2
Worst experience ever!,Worst product,0,2
Fair,Quality is poor.,0,3
