Final Text,Sentiment
useless product. very very bad quality. the yonex mavis 350 shuttle cork is so bad we have never got a cork before this we don t even get a game it is such a bad cork. all 3 corks in a box are pulled together.,0
nice product. good one,1
not recommended at all. very bad quality,0
did not meet expectations. very bad quality,0
must buy . good,1
terrific. excellence one....,1
worth the money. yonex mavis 350 is the best shuttles from the other shuttles because the flight of the mavis 350 is very good and i love this product,1
simply awesome. best,1
slightly disappointed. the shuttle lasts up to 10 15 days below satisfactory.,0
unsatisfactory. very worst. quality is very bad. only one two games the head separated. totally waste of money.,0
could be way better. quality not good,0
simply awesome. excellent product,1
brilliant. it s good shuttle you can go for it.,1
simply awesome. original shuttle,1
highly recommended. fine,1
awesome. good,1
good choice. very good,1
just wow . good deal,1
mind blowing purchase. good product,1
slightly disappointed. quickly damaged the wings,0
terrible product. very bad,0
pretty good. good product,1
simply awesome. good,0
terrible product. shuttle quality is worst. usually a mavis 350 shuttle will last for 2 days based on our play. but this shuttle lasting for only one day. worst boxes.,0
really nice. good quality,1
highly recommended. this is good for beginners.,1
best in the market . nice delivery boy good behavior thanks flipkart,1
wonderful. product is new and quality is excellent as usual,1
highly recommended. wonderful thank you utpal da,1
mind blowing purchase. nice one,1
great product. very good product,1
worth the money. nice product,1
really nice. good,1
just wow . nice,1
nice product. very good,1
don t waste your money. very poor quality,0
very poor. worst stock it has broken with in two games,1
decent product. nice,0
waste of money . bad quality,0
best in the market . very nice shuttle,1
don t waste your money. very poor quality.. dont buy again..,0
worthless. very bad 350 nylon shuttle.only one match life span.,0
super . best shuttle for outdoor badminton.,1
just wow . simply super,1
slightly disappointed. worrest,0
wonderful. nice product,1
terrible product. product was to fast moving. wastage of money,0
super . nice product,1
expected a better product. quality is too poor,1
highly recommended. good quality,1
just okay. not bad,0
great product. wonderful,1
awesome. very good,1
worst experience ever . worst product,0
fair. quality is poor.,0
great product. good one and on time delivery..,1
must buy . support,1
highly recommended. nice product,1
fabulous . very nice,1
wonderful. one sound is working,1
excellent. original stuff.else you know about 350.,1
must buy . very good product,1
brilliant. nice product,1
hated it . quality of the product is too bad don t waste the money,0
wonderful. good,1
useless product. very expensive and not good quality... so dont buy,0
very good. good quality but can be better,1
very poor. the shuttles i received were fake and literally broke off within 1 weeks of usage . every time we took out a new shuttle from the box it looked new but broke off within a game or two max.,0
very poor. within one hour two shuttle got broken at the bottom. we should not buy it online,0
not recommended at all. worst product,0
awesome. nice,1
terrific. good quality,1
great product. this product is very branded and nice...,1
best in the market . awesome product for indoor and outdoor also ... ..but price is to high ..,1
perfect product . quality is nice... i appreciate,1
good choice. satisfied,1
hated it . bad product,0
super . awasome,1
classy product. it s really awesome,1
delightful. super,1
excellent. good product,1
awesome. the shuttle is working perfectly,1
terrific purchase. nice,1
great product. gud,1
wonderful. super good,1
value for money. better to intermediate nd biggner,1
delightful. good,1
best in the market . good product,1
terrific purchase. fine,1
wonderful. super exalent iam very happy thank you,1
fair. not as we expected in quality,0
worthless. very bad quality,1
horrible. waste product.high speed shuttles not useful to intermediate or advanced players.looting money with sub standard products,0
must buy . fabulous shuttlecock is good for all medium players,1
not good. worst,0
terrible product. when i order yonex mavis 350 slow speed ball but he send some low quality ball not puy tha product really worst quality don t buy this product please,0
worth the money. it wa good,1
